[2024-07-14T03:09:26.104+0530] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-14T03:09:26.128+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: raw_load_customers.insert_table manual__2024-07-13T21:37:50.170071+00:00 [queued]>
[2024-07-14T03:09:26.141+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: raw_load_customers.insert_table manual__2024-07-13T21:37:50.170071+00:00 [queued]>
[2024-07-14T03:09:26.141+0530] {taskinstance.py:2306} INFO - Starting attempt 2 of 2
[2024-07-14T03:09:26.159+0530] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): insert_table> on 2024-07-13 21:37:50.170071+00:00
[2024-07-14T03:09:26.166+0530] {standard_task_runner.py:63} INFO - Started process 28567 to run task
[2024-07-14T03:09:26.171+0530] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'raw_load_customers', 'insert_table', 'manual__2024-07-13T21:37:50.170071+00:00', '--job-id', '1370', '--raw', '--subdir', 'DAGS_FOLDER/dag_raw_customers.py', '--cfg-path', '/tmp/tmpt9j_howe']
[2024-07-14T03:09:26.174+0530] {standard_task_runner.py:91} INFO - Job 1370: Subtask insert_table
[2024-07-14T03:09:26.220+0530] {task_command.py:426} INFO - Running <TaskInstance: raw_load_customers.insert_table manual__2024-07-13T21:37:50.170071+00:00 [running]> on host kali
[2024-07-14T03:09:26.311+0530] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='raw_load_customers' AIRFLOW_CTX_TASK_ID='insert_table' AIRFLOW_CTX_EXECUTION_DATE='2024-07-13T21:37:50.170071+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-07-13T21:37:50.170071+00:00'
[2024-07-14T03:09:26.312+0530] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-14T03:09:26.343+0530] {logging_mixin.py:188} INFO - customer_id`,`name`,`address`,`phone`,`email`,`dob`,`ingetion_timestamp
[2024-07-14T03:09:26.703+0530] {logging_mixin.py:188} INFO - ('5e667136-a3d0-4dc4-ab66-fbc6566f83b1', 'Joan Stevenson', '5738 Horn Parkway\nPort Luisview, KY 94628', '(370)500-7100', 'michaela88@example.org', '1994-09-13', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.704+0530] {logging_mixin.py:188} INFO - ('3d89cc45-1aac-4f06-a4ae-2be7c0484063', 'Tiffany Chavez', 'Unit 7087 Box 9172\nDPO AP 48124', '001-909-898-7753', 'vgray@example.com', '2001-08-10', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.705+0530] {logging_mixin.py:188} INFO - ('e31e9044-ada1-48b8-a4f9-c140c61ce27d', 'Alicia Bates', '21062 Michael Ville\nPhelpschester, VI 04859', '990-886-8970x344', 'bcarrillo@example.org', '1948-10-31', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.705+0530] {logging_mixin.py:188} INFO - ('675f7ae6-b268-44cd-a5fa-f47afd006267', 'Kenneth Morrison', '1815 Nicholas Isle\nBenderview, GA 72587', '(662)549-2423x3179', 'moorecristina@example.com', '1966-06-06', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.706+0530] {logging_mixin.py:188} INFO - ('4b426c85-2522-45c9-b271-e77c80a2d890', 'Victoria Oliver', '626 Monica Tunnel\nLake Gavinfort, MI 76186', '777-580-9240x049', 'ashley96@example.net', '1952-02-08', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.707+0530] {logging_mixin.py:188} INFO - ('36b477dc-8542-4475-837c-baa3eb16c5b8', 'Joyce Bradley', '51273 Simpson Harbors Suite 139\nLake Samantha, IN 58680', '9936968658', 'richard82@example.org', '1986-03-16', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.707+0530] {logging_mixin.py:188} INFO - ('a14f3f1c-f178-4fcf-91d8-899803f1b126', 'Nancy Hammond', 'PSC 9605, Box 2779\nAPO AA 39903', '8947095620', 'villaalexander@example.org', '1978-11-08', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.708+0530] {logging_mixin.py:188} INFO - ('c362fb7f-8b38-4fd4-b41e-e602da886753', 'Jennifer Garcia', '618 John Motorway Suite 373\nJillview, MI 03068', '204-297-8003x239', 'mendozavicki@example.com', '1942-09-21', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.708+0530] {logging_mixin.py:188} INFO - ('5fd7791a-f28e-4dfe-b520-95be74f962d7', 'Luis Bowman', '455 Samuel Land Suite 359\nEast Darrell, OK 08604', '389.631.0332', 'murrayrhonda@example.org', '1937-05-23', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.709+0530] {logging_mixin.py:188} INFO - ('c0c74182-6036-45bb-9d78-36ad8d21eeb3', 'Melanie Sosa', '126 Michael Alley\nNorth Dominichaven, NY 73683', '577.284.0430x70635', 'xbaker@example.com', '1953-12-23', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.709+0530] {logging_mixin.py:188} INFO - ('e27cc40b-9eea-45df-b636-f3e4ec93fc9d', 'Jessica Lowe', '2259 Sheryl Valley Apt. 365\nMaryfurt, AL 30741', '(966)947-4878', 'markcooley@example.com', '1935-02-03', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.710+0530] {logging_mixin.py:188} INFO - ('5255d771-51f2-4e70-a81c-8abe835117c7', 'Paul Baker', '79001 Patton Mission\nLucasport, WA 74042', '388-819-5830', 'mckinneymatthew@example.org', '1937-09-06', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.710+0530] {logging_mixin.py:188} INFO - ('ea5ad225-4167-41f2-ab8c-4e8039baaf0b', 'Edward Jones', '0316 Joseph Meadows\nDesireechester, FL 85948', '001-210-963-3483x3149', 'lisasanders@example.com', '2004-11-16', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.711+0530] {logging_mixin.py:188} INFO - ('e52ba583-c7b1-489d-a014-db3666b1c8aa', 'Sean Mason', '8398 Jacobs Valleys Apt. 691\nJeffreybury, MO 75175', '518-531-5669x245', 'michelle69@example.net', '1937-09-20', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.711+0530] {logging_mixin.py:188} INFO - ('28c2df03-16dc-4065-b331-24206c9fd65d', 'Sabrina Todd', '41615 Thomas Cliff\nCarolville, SD 59457', '(441)859-8618', 'sallyclark@example.com', '1935-06-07', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.712+0530] {logging_mixin.py:188} INFO - ('ff92a990-c1d5-40a0-bc59-0b4a5170a916', 'Mary Acosta', '2388 Anthony Pines Suite 647\nNorth Erinfort, PR 35987', '001-276-568-8425x59537', 'jesse70@example.org', '2005-08-23', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.712+0530] {logging_mixin.py:188} INFO - ('5ad75f45-1a04-4466-bf6f-5e48e9c66708', 'Victoria Anderson', '50117 Mason Trail\nSouth Kaitlinborough, CO 74589', '(661)835-3205', 'davidmcdonald@example.com', '2002-03-15', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.713+0530] {logging_mixin.py:188} INFO - ('548f7bf7-10c5-4254-b22f-2d18339e45fc', 'Robert Mcbride', '1477 Murphy Summit\nPierceborough, WV 54863', '881.711.1091', 'steven91@example.com', '1982-04-07', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.713+0530] {logging_mixin.py:188} INFO - ('1c876314-b7f8-4f2e-a6d4-1cc96e289a19', 'Brooke Knight', '62700 Jared Manor\nBellmouth, FM 94863', '001-414-429-5735x6173', 'jessicafox@example.net', '1966-08-23', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.714+0530] {logging_mixin.py:188} INFO - ('f6cc867f-0567-4ad1-89a5-5e02d03f2d3a', 'Richard Bishop', '6730 Chelsea Keys\nEast Carolineside, OH 96517', '(283)694-4458', 'deanna19@example.org', '1970-06-12', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.714+0530] {logging_mixin.py:188} INFO - ('757a5a00-3a6b-4d71-8369-86fe2bf678b9', 'Carrie Dixon', '78616 Smith Plain Apt. 808\nLake Danielchester, VA 00665', '(267)436-4740', 'scott61@example.net', '1944-05-27', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.715+0530] {logging_mixin.py:188} INFO - ('863e0150-1382-4797-9994-531acd126248', 'Christopher Huffman', '442 Garcia Alley\nVictorialand, NH 02238', '+1-917-450-1691x83795', 'xvalencia@example.org', '2003-04-06', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.718+0530] {logging_mixin.py:188} INFO - ('df3f24f7-ae37-4f94-a2bd-7f07279d388f', 'Shaun Baker', '08372 Baker Inlet Apt. 580\nNguyenborough, AL 13997', '(639)223-7121x039', 'ericewing@example.org', '1977-10-15', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.719+0530] {logging_mixin.py:188} INFO - ('771bc120-c299-49c8-9b14-aa7f46229a39', 'Pamela Simmons', 'PSC 7890, Box 5485\nAPO AP 01603', '698.211.8896', 'ramirezcarmen@example.org', '1987-11-24', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.719+0530] {logging_mixin.py:188} INFO - ('0bebca3a-7a1a-4f14-ae21-5e6982116a8c', 'Judy Leon', '3642 Miller Fork Suite 099\nNew Chris, NE 19847', '001-871-567-5101x25344', 'amanda01@example.org', '1946-04-01', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.720+0530] {logging_mixin.py:188} INFO - ('adaecd8c-eda7-4f15-87f9-6c7bacc2c592', 'Crystal Fletcher', '0267 Molina Gardens\nWest Tonya, NE 36450', '999.343.3256', 'angelakent@example.net', '1950-06-14', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.721+0530] {logging_mixin.py:188} INFO - ('e69bbf3f-b986-4886-9345-7248c7da816e', 'Debra Dunn', '51121 Gutierrez Islands Suite 153\nEast David, OR 17241', '395.920.6918', 'nperry@example.org', '2003-10-10', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.721+0530] {logging_mixin.py:188} INFO - ('5e38f299-2e14-47c9-9c50-817b707292f0', 'Christian Allen', '71924 Smith Extensions\nSouth Shaun, VI 86831', '459-554-5202x681', 'mariahbrown@example.org', '1941-11-27', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.722+0530] {logging_mixin.py:188} INFO - ('fff1d23f-628c-4f52-8e84-f35de82089f9', 'Christopher French', '2788 Karen Extensions\nRobertsside, DE 62248', '656-821-5439x042', 'johnsoncaitlyn@example.com', '1983-03-05', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.722+0530] {logging_mixin.py:188} INFO - ('a9db0976-d7c5-4dc7-ba6b-be5e66c7ce97', 'Ashley Colon', '00008 Duarte Circle Apt. 572\nDrewmouth, WV 69992', '001-853-771-4254x4168', 'slucas@example.net', '1950-08-20', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.723+0530] {logging_mixin.py:188} INFO - ('cc962d7a-8dfe-4101-b56c-22d1ee54b041', 'Melissa Hall', '0303 Taylor Corner\nMasseyton, WA 53974', '001-693-492-1144x353', 'xgordon@example.org', '1997-03-15', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.723+0530] {logging_mixin.py:188} INFO - ('1057cb4e-40fa-4df5-a5f7-e044eaefab4b', 'Dr. Nathan Parsons DDS', '80116 Raymond Plain Suite 617\nNorth Shane, AS 68770', '318.716.8514', 'darren35@example.com', '1959-10-06', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.724+0530] {logging_mixin.py:188} INFO - ('bc3db0e6-3cd8-44d1-98bb-1b96acd546bc', 'Timothy Wright', '312 Patricia Station\nVictorburgh, MT 64838', '538.353.7506x897', 'mary24@example.com', '1967-12-24', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.724+0530] {logging_mixin.py:188} INFO - ('315b0c15-0d8d-40ef-831a-c2230d6cb8c6', 'Denise Nelson', '21433 Jacobs Court Apt. 100\nDavidberg, KS 60012', '001-465-706-7372', 'ysmith@example.net', '1996-10-15', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.725+0530] {logging_mixin.py:188} INFO - ('f8ac64de-5d30-49f7-9dd3-0c1cd5a6f24d', 'Christine Hall', '913 Brandy Parkways Apt. 090\nNew Leahmouth, IL 87786', '+1-336-608-8454x24583', 'erikcarrillo@example.com', '1939-11-26', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.725+0530] {logging_mixin.py:188} INFO - ('063b7226-64f9-4ade-8f72-5127a3d5102d', 'Rachel Watts', '180 Carolyn Plaza\nThomasville, MD 77417', '(242)541-3601', 'conniekelly@example.com', '1992-08-22', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.726+0530] {logging_mixin.py:188} INFO - ('2a81ff61-92c5-4ff2-80e6-cca18f00b2d1', 'Misty Galloway', '76311 Emily Shore\nReyesfort, AZ 51225', '(694)398-7392x5373', 'caitlynbrown@example.net', '1978-10-29', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.726+0530] {logging_mixin.py:188} INFO - ('c1a26284-0e11-4476-8e07-c2e261413b72', 'Lisa Morales', 'USNV Collins\nFPO AA 48382', '231-330-8257x5472', 'angelazimmerman@example.com', '1962-07-07', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.727+0530] {logging_mixin.py:188} INFO - ('da1ea04a-65ab-4f8e-9eb1-e578c9e2aa42', 'John Dixon', 'USNV Mckay\nFPO AP 91639', '8136163603', 'edwardsdebra@example.org', '1967-09-08', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.727+0530] {logging_mixin.py:188} INFO - ('6f541f8a-ee84-48d9-ae34-f7f5a04b0d3e', 'Debbie Jones', '903 Scott Stream\nSouth Gary, NM 99234', '(628)667-8899', 'nedwards@example.org', '1968-06-24', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.728+0530] {logging_mixin.py:188} INFO - ('50d4fb62-a4c0-4de0-ae09-d11228c7d2fc', 'Mr. William Lowery III', '1387 Freeman Summit Apt. 054\nChristopherland, AR 65747', '3384790946', 'yfisher@example.net', '2005-12-31', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.728+0530] {logging_mixin.py:188} INFO - ('a6ae2cee-ccfc-4bfe-ad13-81a73ddf3e5a', 'John Kirby', '628 Garrett Mill\nNathanielburgh, PR 65170', '587.634.2353x9625', 'danielle99@example.com', '1995-07-03', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.729+0530] {logging_mixin.py:188} INFO - ('039454b4-25ac-40d6-be28-ab93338efa04', 'Scott White DVM', '39148 Dean Glen Suite 968\nReyesbury, CT 12904', '747-966-8498x5991', 'bhood@example.com', '1959-07-07', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.729+0530] {logging_mixin.py:188} INFO - ('752b54b0-6dcb-4545-9b04-5ceacd39f474', 'Anne Fitzpatrick', '03041 Taylor Prairie Apt. 445\nSamanthaborough, HI 16597', '674.572.7771x29509', 'russotyler@example.net', '1936-06-09', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.730+0530] {logging_mixin.py:188} INFO - ('10c05da7-46af-45c4-98ae-2a1777d22757', 'Julie Wilson', '9411 Lambert Tunnel\nWest Calebton, MT 33338', '926.465.0931', 'aaronperkins@example.com', '1970-09-04', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.730+0530] {logging_mixin.py:188} INFO - ('1ccf6c93-ec63-4550-a470-bad716cc883b', 'Whitney Jones', '0873 Robinson Oval Suite 823\nMcdonaldfort, TN 04490', '001-852-455-8421', 'meghancuevas@example.net', '1944-08-10', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.731+0530] {logging_mixin.py:188} INFO - ('46511fef-c770-48d3-b500-3405d6ea6036', 'Zachary Young', '054 Morse Throughway Suite 559\nTaratown, GA 19163', '315-819-7762x8511', 'christinecarr@example.org', '1998-09-10', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.733+0530] {logging_mixin.py:188} INFO - ('1d49bc03-03bd-4397-90ff-a7b99c35fe59', 'Justin Campbell DDS', '4044 Flores Shores Suite 008\nAnnahaven, SC 58787', '646.588.7468x00036', 'rodriguezstephanie@example.net', '1966-03-23', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.734+0530] {logging_mixin.py:188} INFO - ('3dcdd546-537d-4ec9-b414-5bcce76e14a7', 'Aaron Dixon', '726 Rick Groves Apt. 043\nElizabethchester, CO 67275', '804-404-7842x733', 'onunez@example.net', '2004-12-05', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.735+0530] {logging_mixin.py:188} INFO - ('ca4a7438-187c-4b39-a2dd-3ccba8bedf8e', 'Nicholas Schaefer', '249 Danielle Plaza\nLake Katieland, MD 13388', '(613)756-1896', 'spencermary@example.com', '1980-01-12', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.736+0530] {logging_mixin.py:188} INFO - ('6c797ed0-8c8b-44ee-ad59-0c6efb57108f', 'James Martinez', '8416 Gray Wall Suite 745\nNew Erik, DC 97841', '+1-718-515-8680x005', 'felicia52@example.net', '2001-01-07', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.737+0530] {logging_mixin.py:188} INFO - ('b8aa8bf5-96f9-4a01-8b0a-d036113e66b2', 'Jose Jacobs', '26479 Robinson Hollow Apt. 004\nClarkport, IL 36312', '547-637-7239x59457', 'tylerwiggins@example.org', '1942-01-22', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.737+0530] {logging_mixin.py:188} INFO - ('d737bf9a-96a4-47d5-afab-149823d14c06', 'Joseph Castillo', '09494 Scott Plains\nRyanfort, NJ 83478', '+1-425-794-8546x606', 'jonesricardo@example.org', '1980-03-30', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.738+0530] {logging_mixin.py:188} INFO - ('72a90610-0aeb-44c1-8618-604283bc7c99', 'Mr. Mitchell Johnson', '89330 Roberts Burgs Suite 105\nLake Justinbury, MH 79227', '+1-564-735-4494', 'xhenderson@example.net', '1983-05-06', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.739+0530] {logging_mixin.py:188} INFO - ('4569bf74-d521-427c-b3c8-4f993ea53545', 'Elizabeth Shah', '36350 Tanner Overpass Suite 625\nPort Sheila, SC 80580', '976.826.0845x227', 'alvaradomason@example.org', '1957-09-18', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.739+0530] {logging_mixin.py:188} INFO - ('5af8d21d-373f-4542-ba97-c58fce75c466', 'Maria Golden', '701 Miles Parks\nLake Thomas, VT 78353', '2317091704', 'michael39@example.org', '1996-04-07', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.740+0530] {logging_mixin.py:188} INFO - ('675e0745-6874-4177-89b3-fcb2969ec065', 'Mario Hall', '3910 James Parkways\nWuview, CA 04257', '391.417.0022x785', 'cheryl23@example.com', '1942-10-30', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.740+0530] {logging_mixin.py:188} INFO - ('d51e2169-406d-4e65-a7fc-0b898bee13ea', 'Justin Murphy', '53877 Nelson Forks\nNorth Allison, MI 75613', '(444)357-0371x013', 'michaelmartin@example.net', '1958-11-18', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.741+0530] {logging_mixin.py:188} INFO - ('0160c3fe-87c5-476f-add3-8fa597110bef', 'Mr. Michael Clark', '9871 Pamela Bridge Apt. 609\nDanahaven, SC 36791', '6317172552', 'bmann@example.org', '1985-07-04', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.741+0530] {logging_mixin.py:188} INFO - ('a75c4daf-4609-4e53-b3a8-8ef2d1e84e30', 'Amber Bond', '46280 Kelley Crest\nCherylland, MP 08543', '806-900-8576x121', 'clarkaaron@example.com', '2005-12-17', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.742+0530] {logging_mixin.py:188} INFO - ('f048ce83-8031-4b9c-b892-8e3d85b98f50', 'Gene Harrington', '32423 Schneider Bridge\nNorth Christopher, WV 72891', '(576)715-4706x3976', 'marshalldenise@example.com', '2005-06-11', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.743+0530] {logging_mixin.py:188} INFO - ('c74e1926-634d-4861-80d2-b3d133923139', 'Richard Richardson', '615 Connor Ways\nKristenbury, NJ 25473', '855.250.4467', 'franciscowhite@example.org', '2002-08-29', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.743+0530] {logging_mixin.py:188} INFO - ('b8dd4e7c-e242-45ae-9e7f-1ba673e7d076', 'Stephanie Fernandez', '63363 Carson Skyway Apt. 974\nCurtisville, GU 73727', '001-603-897-3149x880', 'ruizlatoya@example.net', '1942-09-02', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.743+0530] {logging_mixin.py:188} INFO - ('716b1e8b-2725-474c-8002-6402303a611b', 'Jorge Curry', 'Unit 7210 Box 6891\nDPO AP 94401', '+1-757-537-0974x34607', 'eortiz@example.com', '1944-03-01', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.744+0530] {logging_mixin.py:188} INFO - ('de93a0d3-308a-47fe-9cab-33ac408b2a5c', 'Lisa Robinson', '3038 Wells Views\nJohnsonton, MO 33007', '(379)745-1176x323', 'carterkristi@example.org', '1969-09-23', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.745+0530] {logging_mixin.py:188} INFO - ('9f065232-cae5-4544-8adb-cbeea74383a0', 'Charlene Hickman', '544 Evans Crossroad\nHollytown, AR 07396', '2839653639', 'michaelbowen@example.net', '1992-06-21', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.745+0530] {logging_mixin.py:188} INFO - ('04a6104b-e03b-4574-9d20-ab0f161a1a0d', 'Barbara Stevens', '645 Harris Prairie\nNorth Kevin, WY 81400', '(328)822-3847', 'vandrews@example.org', '1959-02-27', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.746+0530] {logging_mixin.py:188} INFO - ('172a2f7e-c461-4743-9ca2-d35d925fb569', 'Michele Lawson', '686 Kenneth Key\nWilliamsside, ND 20999', '001-584-491-0425x876', 'josephrodriguez@example.net', '1980-08-06', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.746+0530] {logging_mixin.py:188} INFO - ('383c98ff-dc7a-4609-80f0-c7da92e878cb', 'Bradley Nunez', '47672 Christopher Drive\nWest Joshua, PR 55927', '(882)765-8339x663', 'arroyoashley@example.com', '1948-11-16', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.747+0530] {logging_mixin.py:188} INFO - ('84430ea5-2549-45d9-a4e4-c75a81680695', 'Shelly Dunlap MD', '4257 Alexander Mission Apt. 473\nAnthonychester, MN 88239', '704-259-0614', 'stephanie79@example.net', '1970-03-29', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.748+0530] {logging_mixin.py:188} INFO - ('829608dd-b6ae-43b1-ba07-e40e0de15312', 'Melissa Johnson', '64055 Bentley Trail\nEast Christopherside, NE 02051', '631-574-1651', 'morganhill@example.com', '1999-12-22', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.750+0530] {logging_mixin.py:188} INFO - ('456cbd64-7e46-4a88-99ec-c9dde7e29d28', 'Holly Fitzgerald', '71305 Tyler Creek Apt. 571\nBriggstown, MT 34036', '(628)245-6455x70457', 'tammy34@example.com', '1984-10-04', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.751+0530] {logging_mixin.py:188} INFO - ('b4501268-38cf-45e4-af4a-0d6d0ad15368', 'Amanda Long', '357 Jeffrey Burg\nDanielside, MS 66545', '6432283524', 'john72@example.com', '1999-10-18', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.752+0530] {logging_mixin.py:188} INFO - ('4553a24b-84e5-442b-b32c-82f565d772b2', 'Mr. Carl Harvey', '87885 Joshua Forks\nBrianport, GU 94814', '+1-670-531-5963x850', 'youngmatthew@example.com', '1986-01-11', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.753+0530] {logging_mixin.py:188} INFO - ('6429ded3-42f0-4862-be83-4c5d67a24c4d', 'Mrs. Jennifer Nelson', 'PSC 6320, Box 9781\nAPO AA 18456', '+1-229-545-5741x0128', 'barkersonia@example.net', '1946-03-13', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.754+0530] {logging_mixin.py:188} INFO - ('b28fccfd-d8a3-4a7c-af5c-3975bed43f09', 'Sara Barber', '56034 Brooke Inlet Apt. 294\nWilliamfurt, IN 39328', '(551)939-8116x5466', 'david93@example.com', '1962-01-03', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.754+0530] {logging_mixin.py:188} INFO - ('c0bf3d0c-a328-4a38-8096-2875132e8091', 'Megan Welch', '04857 Mary Spurs Apt. 698\nValeriehaven, AR 19851', '(567)829-7861', 'rodriguezkelsey@example.org', '1967-02-03', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.755+0530] {logging_mixin.py:188} INFO - ('7550e177-a088-40d1-8bd3-c9a5ce181f29', 'Alyssa Hancock', 'PSC 4507, Box 3886\nAPO AA 15989', '795.945.3788', 'pblair@example.com', '2004-05-12', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.756+0530] {logging_mixin.py:188} INFO - ('e0f7d496-b634-46ba-a77d-014c9ab25932', 'Elaine Osborn', '68175 Garcia Branch\nWest Cynthia, MP 39092', '(897)423-4651x58220', 'bishopmichael@example.org', '1982-08-26', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.756+0530] {logging_mixin.py:188} INFO - ('7320c55c-6a84-4475-91d9-5b052bf2a6c6', 'John Smith', 'PSC 0737, Box 0815\nAPO AA 60893', '328.775.8306', 'kgarcia@example.net', '1996-04-14', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.757+0530] {logging_mixin.py:188} INFO - ('9a4a6d33-4006-4474-b338-a480dfb35019', 'Mitchell Potter', '3795 Thomas Stravenue Apt. 619\nMartinezfurt, VA 76972', '249-859-0463x816', 'laura96@example.org', '1940-11-03', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.757+0530] {logging_mixin.py:188} INFO - ('c6939295-691f-4a17-8d89-79e546a42b3a', 'Wendy Long', '781 Bonnie Radial Suite 986\nCostahaven, TN 76729', '+1-757-721-4968x24579', 'christopherlopez@example.org', '1994-06-29', Timestamp('2024-07-14 03:09:26.341142'))
